"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-04","2022","11","147.52","2.643E-5","0.0204","146.51"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-05","2022","11","147.52","2.643E-5","0.02023","146.48"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-06","2022","11","147.52","2.643E-5","NA","NA"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-07","2022","11","147.52","2.643E-5","0.01989","146.42"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-08","2022","11","147.52","2.643E-5","NA","NA"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-09","2022","11","147.52","2.643E-5","0.01955","146.36"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-10","2022","11","147.52","2.643E-5","0.01938","146.33"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-11","2022","11","147.52","2.643E-5","0.01921","146.3"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-12","2022","11","147.52","2.643E-5","0.02017","146.47"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-13","2022","11","147.52","2.643E-5","NA","NA"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-14","2022","11","147.52","2.643E-5","0.01875","146.21"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-15","2022","11","147.52","2.643E-5","0.0186","146.18"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-01","2022","11","53.15","4.975E-5","0.04434","52.72"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-02","2022","11","53.15","4.975E-5","0.04434","52.72"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-03","2022","11","53.15","4.975E-5","0.04434","52.72"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-04","2022","11","53.15","4.975E-5","0.04434","52.72"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-05","2022","11","53.15","4.975E-5","0.04434","52.72"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-06","2022","11","53.15","4.975E-5","NA","NA"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-07","2022","11","53.15","4.975E-5","0.04373","52.67"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-08","2022","11","53.15","4.975E-5","NA","NA"
