"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-01","2022","11","1.6414313688","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-02","2022","11","22.7506628123","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-03","2022","11","15.9152805814","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-04","2022","11","20.3937192098","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-05","2022","11","15.8017203075","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-06","2022","11","5.0428274827","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-07","2022","11","9.647263633","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-08","2022","11","2.4277922317","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-09","2022","11","6.4532278394","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-10","2022","11","1.9018731888","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-11","2022","11","0.4550658756","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-12","2022","11","6.4851479443","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-11-13","2022","11","9.3466685671","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-01","2022","11","0.0200699482","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-02","2022","11","5.9062942524","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-03","2022","11","0.049214606","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-04","2022","11","0.1861999673","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-05","2022","11","0.013889452","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-07","2022","11","1.37633E-5","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-09","2022","11","0.4024563395","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-10","2022","11","1.7692446885","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-11","2022","11","1.062670523","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-12","2022","11","0.009209715","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-11-13","2022","11","0.0053338933","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-03","2022","11","0.000213311","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-04","2022","11","0.000226864","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-09","2022","11","0.7790488927","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-10","2022","11","0.2061711969","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-11","2022","11","0.2233461038","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-01","2022","11","0.0006377942","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-02","2022","11","0.002358477","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-03","2022","11","0.0015025694","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-04","2022","11","0.0056142586","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-07","2022","11","5.77227E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-08","2022","11","8.491E-6","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-10","2022","11","2.48927E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-11","2022","11","0.0846040249","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-12","2022","11","0.0231711791","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-11-13","2022","11","0.0003981076","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-04","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-09","2022","11","0.2030723119","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-10","2022","11","0.0750458974","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-04","2022","11","0.0566870124","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-10","2022","11","0.0157251239","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-11-13","2022","11","0.0024799611","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-01","2022","11","0.0002633314","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-03","2022","11","0.0014653605","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-04","2022","11","0.0012908507","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-11","2022","11","0.0162357572","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-01","2022","11","3.4432E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-04","2022","11","0.0013690307","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-07","2022","11","0.0002429336","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-09","2022","11","0.0007249456","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-08","2022","11","0.000553337","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-01","2022","11","0.0026919517","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-02","2022","11","0.9923916441","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-03","2022","11","0.0007601148","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-04","2022","11","0.0117692445","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-05","2022","11","0.0010900545","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-07","2022","11","0.0004131473","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-09","2022","11","0.0273663274","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-10","2022","11","0.8006752319","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-11","2022","11","0.2262707419","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-12","2022","11","0.0231277646","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-04","2022","11","0.0008467283","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-04","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-03","2022","11","3.9486E-6","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-04","2022","11","0.0001346329","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-09","2022","11","0.0082660369","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-10","2022","11","3.26672E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-11","2022","11","1.18458E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-01","2022","11","2.26708E-5","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-04","2022","11","2.79058E-5","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-07","2022","11","0.0011432701","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-08","2022","11","3.3222E-6","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-01","2022","11","0.0309318321","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-02","2022","11","0.0044027296","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-03","2022","11","0.0182965548","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-04","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-09","2022","11","0.2144524487","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-10","2022","11","0.0002284509","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-11","2022","11","0.0427246586","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-01","2022","11","0.0053359561","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-03","2022","11","1.62E-7","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-04","2022","11","0.0280117681","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-08","2022","11","0.0236631579","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-10","2022","11","0.0087458456","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Sone","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-01","2022","11","0.0082366125","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-04","2022","11","0.0267525173","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-08","2022","11","0.036411592","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-10","2022","11","4.68959E-5","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Tons","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-04","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-09","2022","11","0.1046051997","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-10","2022","11","0.0980204534","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-11","2022","11","1.8034E-6","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Upstream of Gomti confluece to Muzaffarnagar","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-03","2022","11","5.40555E-5","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-04","2022","11","0.0016746762","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-09","2022","11","0.1346626725","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-08","2022","11","0.0001764033","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-10","2022","11","0.0718493138","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-11","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Lower","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-02","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-03","2022","11","3.003E-7","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-04","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-09","2022","11","2.2188922675","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-10","2022","11","0.5332478857","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-11","2022","11","0.0653689308","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Middle","2022-11-13","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-01","2022","11","0.0022816123","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-02","2022","11","0.3349557794","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-03","2022","11","0.0267179915","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-04","2022","11","2.862E-7","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-05","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-06","2022","11","0.0307445444","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-07","2022","11","0.0133524256","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-08","2022","11","0.0003469123","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-09","2022","11","1.6311943154","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-10","2022","11","1.7783973612","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-11","2022","11","0.3094827941","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-12","2022","11","NA","NRSC VIC MODEL"
"Ganga Basin","Yamuna Upper","2022-11-13","2022","11","8.32713E-5","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-01","2022","11","0.0604082025","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-02","2022","11","0.2201722076","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-03","2022","11","1.3909711105","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-05","2022","11","0.3481346249","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-04","2022","11","1.0632159183","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-06","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-07","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-08","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-10","2022","11","3.66932E-5","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-11","2022","11","0.0224931581","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-12","2022","11","0.0191882127","NRSC VIC MODEL"
"Godavari Basin","Godavari Lower","2022-11-13","2022","11","8.7578E-5","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-01","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-02","2022","11","9.2129E-6","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-03","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-05","2022","11","0.0133182862","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-04","2022","11","0.0131941748","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-06","2022","11","0.001938631","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-07","2022","11","0.0120998765","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-08","2022","11","0.0050930237","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-09","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-10","2022","11","NA","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-11","2022","11","1.40492E-5","NRSC VIC MODEL"
"Godavari Basin","Godavari Middle","2022-11-12","2022","11","NA","NRSC VIC MODEL"
