"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-02-20","2023","02","4.5929E-6","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-02-23","2023","02","4.8E-9","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-01","2023","02","0.0081399235","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-02","2023","02","0.1648462552","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-03","2023","02","5.9499727031","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-04","2023","02","1.9950196654","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-05","2023","02","1.4636637005","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-06","2023","02","0.0395014151","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-09","2023","02","0.0028178158","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-10","2023","02","0.0002885027","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-11","2023","02","0.0379620984","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-12","2023","02","0.0190490532","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-15","2023","02","0.0001127676","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-17","2023","02","0.0017506029","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-22","2023","02","3.9557E-6","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-01","2023","02","0.246377509","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-02","2023","02","0.1761979166","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-03","2023","02","0.0070437573","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-07","2023","02","0.0408849961","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-09","2023","02","0.4791243813","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-10","2023","02","1.3953042623","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-11","2023","02","7.8670034139","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-12","2023","02","9.3321619952","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-13","2023","02","0.0469874153","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-14","2023","02","0.0387587422","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-15","2023","02","0.002117724","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-17","2023","02","0.0215370832","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-18","2023","02","0.0422998235","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-19","2023","02","9.74389E-5","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-22","2023","02","4.408463277","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-23","2023","02","0.0169561276","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-02-24","2023","02","0.4401595666","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-01","2023","02","8.14276E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-02","2023","02","0.0002219515","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-03","2023","02","0.0015739163","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-04","2023","02","0.0014698773","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-06","2023","02","0.0013625206","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-08","2023","02","8.187E-7","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-09","2023","02","0.0042477831","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-12","2023","02","4.0937E-6","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-15","2023","02","0.0001315177","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-16","2023","02","2.04686E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-17","2023","02","9.85549E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-19","2023","02","0.0014208881","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-18","2023","02","0.0008619884","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-20","2023","02","0.0003927689","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-21","2023","02","0.0019904246","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-22","2023","02","0.0072662911","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-23","2023","02","0.0002530638","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-02-24","2023","02","1.0959271264","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-01","2023","02","0.0463362061","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-02","2023","02","1.86393E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-03","2023","02","0.0011715954","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-04","2023","02","0.0192921398","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-05","2023","02","0.0279031949","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-06","2023","02","0.0301235637","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-07","2023","02","0.0131036905","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-08","2023","02","0.0100645593","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-09","2023","02","0.0248329722","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-10","2023","02","0.0042796136","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-11","2023","02","2.02761E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-13","2023","02","1.7106E-6","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-14","2023","02","3.42119E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-15","2023","02","0.1429410127","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-18","2023","02","0.0001867159","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-19","2023","02","0.0095184667","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-20","2023","02","0.0001526078","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-21","2023","02","0.0065131119","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-22","2023","02","0.0001478592","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-23","2023","02","0.0420608519","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-02-24","2023","02","0.0539670552","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-02-24","2023","02","1.4316583069","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-01","2023","02","0.0195541616","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-02","2023","02","0.0563191748","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-03","2023","02","0.217223787","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-04","2023","02","0.0904849027","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-06","2023","02","0.0953602119","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-07","2023","02","0.0368898367","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-08","2023","02","0.041989617","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-12","2023","02","0.0044675075","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-15","2023","02","0.0529354203","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-16","2023","02","0.0745287439","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-17","2023","02","0.0322816952","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-18","2023","02","0.1579918924","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-19","2023","02","0.2168883004","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-20","2023","02","0.1384290064","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-21","2023","02","0.0806289301","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-22","2023","02","0.1045381025","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-23","2023","02","0.0899400799","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-01","2023","02","0.0164557301","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-02","2023","02","4.08359E-5","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-03","2023","02","0.0554477094","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-04","2023","02","0.0031786332","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-05","2023","02","0.0005091194","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-06","2023","02","0.0476062552","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-07","2023","02","0.0002402857","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-08","2023","02","7.68716E-5","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-09","2023","02","0.0019495917","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-15","2023","02","0.1120028286","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-16","2023","02","0.0233653567","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-17","2023","02","0.0117023057","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-18","2023","02","0.0829331878","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-19","2023","02","0.0003019184","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-23","2023","02","0.0076456232","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-02-24","2023","02","0.0002517104","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-01","2023","02","0.0029583806","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-04","2023","02","0.0001859516","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-05","2023","02","7.27E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-12","2023","02","0.0033630946","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-13","2023","02","0.0007342462","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-15","2023","02","0.0025204169","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-17","2023","02","5.89296E-5","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-23","2023","02","3.3653E-5","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-02-24","2023","02","0.6588979535","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-01","2023","02","0.1026806203","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-02","2023","02","0.0692212666","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-03","2023","02","0.0061702146","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-07","2023","02","0.0251277408","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-09","2023","02","0.1002457317","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-10","2023","02","0.1973498964","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-11","2023","02","2.1215927677","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-12","2023","02","2.3994680645","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-13","2023","02","0.0014000465","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-14","2023","02","0.0232478939","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-18","2023","02","0.0047423992","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-19","2023","02","0.0016771374","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-22","2023","02","1.9693655311","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-23","2023","02","0.0077538705","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-02-24","2023","02","2.8925126354","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-03","2023","02","0.0001077551","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-02-24","2023","02","1.6634824591","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-03","2023","02","7.66429E-5","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-09","2023","02","0.0005232343","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-22","2023","02","0.0239369264","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-02-24","2023","02","4.7784355675","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-01","2023","02","0.0001166091","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-02","2023","02","0.0003492546","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-03","2023","02","0.0005206325","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-04","2023","02","0.0048757501","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-06","2023","02","0.0014661996","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-08","2023","02","3.60539E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-02-07","2023","02","0.0001298024","NRSC VIC MODEL"
