Basin,Date,Evapotranspiration (mm),Year
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-25,0.9,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-26,0.87,2023
Narmada Basin,2022-11-01,1.46,2022
Narmada Basin,2022-11-02,1.42,2022
Narmada Basin,2022-11-03,1.39,2022
Narmada Basin,2022-11-04,1.31,2022
Narmada Basin,2022-11-05,1.23,2022
Narmada Basin,2022-11-06,1.15,2022
Narmada Basin,2022-11-07,1.06,2022
Narmada Basin,2022-11-08,0.99,2022
Narmada Basin,2022-11-09,0.92,2022
Narmada Basin,2022-11-10,0.91,2022
Narmada Basin,2022-11-11,0.82,2022
Narmada Basin,2022-11-12,0.7,2022
Narmada Basin,2022-11-13,0.74,2022
Narmada Basin,2022-11-14,0.73,2022
Narmada Basin,2022-11-15,0.72,2022
Narmada Basin,2022-11-16,0.69,2022
Narmada Basin,2022-11-17,0.6,2022
Narmada Basin,2022-11-18,0.54,2022
Narmada Basin,2022-11-19,0.52,2022
Narmada Basin,2022-11-20,0.52,2022
Narmada Basin,2022-11-21,0.52,2022
Narmada Basin,2022-11-22,0.53,2022
Narmada Basin,2022-11-23,0.52,2022
Narmada Basin,2022-11-24,0.5,2022
Narmada Basin,2022-11-25,0.48,2022
Narmada Basin,2022-11-26,0.47,2022
Narmada Basin,2022-11-27,0.47,2022
Narmada Basin,2022-11-28,0.46,2022
Narmada Basin,2022-11-29,0.44,2022
Narmada Basin,2022-11-30,0.41,2022
Narmada Basin,2022-12-01,0.32,2022
Narmada Basin,2022-12-02,0.33,2022
Narmada Basin,2022-12-03,0.31,2022
Narmada Basin,2022-12-04,0.31,2022
Narmada Basin,2022-12-05,0.3,2022
Narmada Basin,2022-12-06,0.27,2022
Narmada Basin,2022-12-07,0.24,2022
Narmada Basin,2022-12-08,0.26,2022
Narmada Basin,2022-12-09,0.26,2022
Narmada Basin,2022-12-10,0.27,2022
Narmada Basin,2022-12-11,0.28,2022
Narmada Basin,2022-12-12,0.25,2022
Narmada Basin,2022-12-13,0.22,2022
Narmada Basin,2022-12-14,0.24,2022
Narmada Basin,2022-12-15,0.24,2022
Narmada Basin,2022-12-16,0.35,2022
Narmada Basin,2022-12-17,0.26,2022
Narmada Basin,2022-12-18,0.26,2022
Narmada Basin,2022-12-19,0.26,2022
Narmada Basin,2022-12-20,0.26,2022
Narmada Basin,2022-12-21,0.25,2022
Narmada Basin,2022-12-22,0.27,2022
Narmada Basin,2022-12-23,0.26,2022
Narmada Basin,2022-12-24,0.23,2022
Narmada Basin,2022-12-25,0.23,2022
Narmada Basin,2022-12-26,0.22,2022
Narmada Basin,2022-12-27,0.21,2022
Narmada Basin,2022-12-28,0.21,2022
Narmada Basin,2022-12-29,0.23,2022
Narmada Basin,2022-12-30,0.24,2022
Narmada Basin,2022-12-31,0.21,2022
Narmada Basin,2023-01-01,0.18,2023
Narmada Basin,2023-01-02,0.18,2023
Narmada Basin,2023-01-03,0.17,2023
Narmada Basin,2023-01-04,0.13,2023
Narmada Basin,2023-01-05,0.14,2023
Narmada Basin,2023-01-06,0.19,2023
Narmada Basin,2023-01-07,0.18,2023
Narmada Basin,2023-01-08,0.19,2023
Narmada Basin,2023-01-09,0.21,2023
Narmada Basin,2023-01-10,0.23,2023
Narmada Basin,2023-01-11,0.22,2023
Narmada Basin,2023-01-12,0.22,2023
Narmada Basin,2023-01-13,0.21,2023
Narmada Basin,2023-01-14,0.19,2023
Narmada Basin,2023-01-15,0.19,2023
Narmada Basin,2023-01-17,0.19,2023
Narmada Basin,2023-01-18,0.19,2023
Narmada Basin,2023-01-19,0.2,2023
Narmada Basin,2023-01-20,0.21,2023
Narmada Basin,2023-01-21,0.21,2023
Narmada Basin,2023-01-22,0.2,2023
Narmada Basin,2023-01-23,0.2,2023
Narmada Basin,2023-01-24,0.2,2023
Narmada Basin,2023-01-25,0.18,2023
Narmada Basin,2023-01-26,0.16,2023
Narmada Basin,2023-01-27,0.22,2023
Narmada Basin,2023-01-28,0.2,2023
Narmada Basin,2023-01-29,0.22,2023
Narmada Basin,2023-01-30,0.19,2023
Narmada Basin,2023-01-31,0.17,2023
Narmada Basin,2023-02-01,0.21,2023
Narmada Basin,2023-02-02,0.19,2023
Narmada Basin,2023-02-03,0.23,2023
Narmada Basin,2023-02-04,0.21,2023
Narmada Basin,2023-02-05,0.22,2023
Narmada Basin,2023-02-06,0.2,2023
Narmada Basin,2023-02-07,0.21,2023
Narmada Basin,2023-02-08,0.19,2023
Narmada Basin,2023-02-09,0.2,2023
Narmada Basin,2023-02-10,0.2,2023
Narmada Basin,2023-02-11,0.19,2023
Narmada Basin,2023-02-12,0.21,2023
Narmada Basin,2023-02-13,0.18,2023
Narmada Basin,2023-02-14,0.18,2023
Narmada Basin,2023-02-15,0.18,2023
Narmada Basin,2023-02-16,0.19,2023
Narmada Basin,2023-02-17,0.17,2023
Narmada Basin,2023-02-18,0.2,2023
Narmada Basin,2023-02-19,0.18,2023
Narmada Basin,2023-02-20,0.2,2023
Narmada Basin,2023-02-21,0.17,2023
Narmada Basin,2023-02-22,0.18,2023
Narmada Basin,2023-02-23,0.18,2023
Narmada Basin,2023-02-24,0.17,2023
Narmada Basin,2023-02-26,0.17,2023
Narmada Basin,2023-02-27,0.16,2023
Narmada Basin,2023-02-28,0.19,2023
Narmada Basin,2023-03-01,0.17,2023
Narmada Basin,2023-03-02,0.17,2023
Narmada Basin,2023-03-03,0.17,2023
Narmada Basin,2023-03-04,0.16,2023
Narmada Basin,2023-03-05,0.15,2023
Narmada Basin,2023-03-06,0.32,2023
Narmada Basin,2023-03-07,0.2,2023
Narmada Basin,2023-03-08,0.76,2023
Narmada Basin,2023-03-09,0.28,2023
Narmada Basin,2023-03-10,0.28,2023
Narmada Basin,2023-03-11,0.27,2023
Narmada Basin,2023-03-12,0.25,2023
Narmada Basin,2023-03-13,0.24,2023
Narmada Basin,2023-03-14,0.22,2023
Narmada Basin,2023-03-15,0.25,2023
Narmada Basin,2023-03-16,0.61,2023
Narmada Basin,2023-03-17,0.54,2023
Narmada Basin,2023-03-18,0.84,2023
Narmada Basin,2023-03-19,1.86,2023
Narmada Basin,2023-03-20,1.17,2023
Narmada Basin,2023-03-21,0.98,2023
Narmada Basin,2023-03-22,0.7,2023
Narmada Basin,2023-03-23,0.87,2023
Narmada Basin,2023-03-24,0.68,2023
Narmada Basin,2023-03-25,0.59,2023
Narmada Basin,2023-03-26,0.62,2023
Pennar Basin,2022-11-01,1.19,2022
Pennar Basin,2022-11-02,2.07,2022
Pennar Basin,2022-11-03,2.46,2022
Pennar Basin,2022-11-04,2.25,2022
Pennar Basin,2022-11-05,2.09,2022
Pennar Basin,2022-11-06,1.98,2022
Pennar Basin,2022-11-07,1.94,2022
Pennar Basin,2022-11-08,2.05,2022
Pennar Basin,2022-11-09,1.91,2022
Pennar Basin,2022-11-10,1.72,2022
Pennar Basin,2022-11-11,1.26,2022
Pennar Basin,2022-11-12,1.26,2022
Pennar Basin,2022-11-13,2.04,2022
Pennar Basin,2022-11-14,1.94,2022
Pennar Basin,2022-11-15,2.08,2022
Pennar Basin,2022-11-16,1.83,2022
Pennar Basin,2022-11-17,1.97,2022
Pennar Basin,2022-11-18,1.71,2022
Pennar Basin,2022-11-19,1.6,2022
Pennar Basin,2022-11-20,1.25,2022
Pennar Basin,2022-11-21,1.61,2022
Pennar Basin,2022-11-22,1.4,2022
Pennar Basin,2022-11-23,1.25,2022
Pennar Basin,2022-11-24,2.42,2022
Pennar Basin,2022-11-25,1.75,2022
Pennar Basin,2022-11-26,1.63,2022
Pennar Basin,2022-11-27,1.55,2022
Pennar Basin,2022-11-28,1.47,2022
Pennar Basin,2022-11-29,1.44,2022
Pennar Basin,2022-11-30,1.46,2022
Pennar Basin,2022-12-01,0.81,2022
Pennar Basin,2022-12-02,0.84,2022
Pennar Basin,2022-12-03,0.81,2022
Pennar Basin,2022-12-04,0.76,2022
Pennar Basin,2022-12-05,0.69,2022
Pennar Basin,2022-12-06,0.68,2022
Pennar Basin,2022-12-07,0.69,2022
Pennar Basin,2022-12-08,0.61,2022
Pennar Basin,2022-12-09,0.45,2022
Pennar Basin,2022-12-10,1.22,2022
Pennar Basin,2022-12-11,2.31,2022
Pennar Basin,2022-12-12,1.48,2022
Pennar Basin,2022-12-13,1.54,2022
Pennar Basin,2022-12-14,1.81,2022
Pennar Basin,2022-12-15,1.41,2022
Pennar Basin,2022-12-16,1.5,2022
Pennar Basin,2022-12-17,1.41,2022
Pennar Basin,2022-12-18,1.21,2022
Pennar Basin,2022-12-19,1.21,2022
Pennar Basin,2022-12-20,1.25,2022
Pennar Basin,2022-12-21,1.16,2022
Pennar Basin,2022-12-22,1.15,2022
Pennar Basin,2022-12-23,1.15,2022
Pennar Basin,2022-12-24,1.09,2022
Pennar Basin,2022-12-25,0.92,2022
Pennar Basin,2022-12-26,0.84,2022
Pennar Basin,2022-12-27,1.06,2022
Pennar Basin,2022-12-28,1.08,2022
Pennar Basin,2022-12-29,1.05,2022
Pennar Basin,2022-12-30,1.01,2022
Pennar Basin,2022-12-31,0.99,2022
Pennar Basin,2023-01-01,0.85,2023
Pennar Basin,2023-01-02,0.82,2023
Pennar Basin,2023-01-03,0.78,2023
Pennar Basin,2023-01-04,0.77,2023
Pennar Basin,2023-01-05,0.73,2023
Pennar Basin,2023-01-06,0.73,2023
Pennar Basin,2023-01-07,0.69,2023
Pennar Basin,2023-01-08,0.69,2023
Pennar Basin,2023-01-09,0.68,2023
Pennar Basin,2023-01-10,0.68,2023
Pennar Basin,2023-01-11,0.67,2023
Pennar Basin,2023-01-12,0.69,2023
Pennar Basin,2023-01-13,0.69,2023
Pennar Basin,2023-01-14,0.65,2023
Pennar Basin,2023-01-15,0.64,2023
Pennar Basin,2023-01-17,0.62,2023
Pennar Basin,2023-01-18,0.6,2023
Pennar Basin,2023-01-19,0.6,2023
Pennar Basin,2023-01-20,0.57,2023
Pennar Basin,2023-01-21,0.47,2023
Pennar Basin,2023-01-22,0.6,2023
Pennar Basin,2023-01-23,0.54,2023
Pennar Basin,2023-01-24,0.56,2023
Pennar Basin,2023-01-25,0.55,2023
Pennar Basin,2023-01-26,0.56,2023
Pennar Basin,2023-01-27,0.53,2023
Pennar Basin,2023-01-28,0.55,2023
Pennar Basin,2023-01-29,0.54,2023
Pennar Basin,2023-01-30,0.48,2023
Pennar Basin,2023-01-31,0.52,2023
Pennar Basin,2023-02-01,0.51,2023
Pennar Basin,2023-02-02,0.49,2023
Pennar Basin,2023-02-03,0.49,2023
Pennar Basin,2023-02-04,0.51,2023
Pennar Basin,2023-02-05,0.52,2023
Pennar Basin,2023-02-06,0.51,2023
Pennar Basin,2023-02-07,0.49,2023
Pennar Basin,2023-02-08,0.5,2023
Pennar Basin,2023-02-09,0.49,2023
Pennar Basin,2023-02-10,0.49,2023
Pennar Basin,2023-02-11,0.49,2023
Pennar Basin,2023-02-12,0.46,2023
Pennar Basin,2023-02-13,0.49,2023
Pennar Basin,2023-02-14,0.47,2023
Pennar Basin,2023-02-15,0.45,2023
Pennar Basin,2023-02-16,0.44,2023
Pennar Basin,2023-02-17,0.43,2023
Pennar Basin,2023-02-18,0.43,2023
Pennar Basin,2023-02-19,0.41,2023
Pennar Basin,2023-02-20,0.41,2023
Pennar Basin,2023-02-21,0.41,2023
Pennar Basin,2023-02-22,0.42,2023
Pennar Basin,2023-02-23,0.4,2023
Pennar Basin,2023-02-24,0.4,2023
Pennar Basin,2023-02-26,0.39,2023
Pennar Basin,2023-02-27,0.36,2023
Pennar Basin,2023-02-28,0.37,2023
Pennar Basin,2023-03-01,0.35,2023
Pennar Basin,2023-03-02,0.34,2023
Pennar Basin,2023-03-03,0.35,2023
Pennar Basin,2023-03-04,0.34,2023
Pennar Basin,2023-03-05,0.34,2023
Pennar Basin,2023-03-06,0.33,2023
Pennar Basin,2023-03-07,0.31,2023
Pennar Basin,2023-03-08,0.31,2023
Pennar Basin,2023-03-09,0.3,2023
Pennar Basin,2023-03-10,0.3,2023
Pennar Basin,2023-03-11,0.3,2023
Pennar Basin,2023-03-12,0.3,2023
Pennar Basin,2023-03-13,0.31,2023
Pennar Basin,2023-03-14,0.3,2023
Pennar Basin,2023-03-15,0.29,2023
Pennar Basin,2023-03-16,0.26,2023
Pennar Basin,2023-03-17,0.51,2023
Pennar Basin,2023-03-18,1.42,2023
Pennar Basin,2023-03-19,0.99,2023
Pennar Basin,2023-03-20,1.16,2023
Pennar Basin,2023-03-21,1.05,2023
Pennar Basin,2023-03-22,1.08,2023
Pennar Basin,2023-03-23,1.01,2023
Pennar Basin,2023-03-24,0.99,2023
Pennar Basin,2023-03-25,0.88,2023
Pennar Basin,2023-03-26,1,2023
Sabarmati Basin,2022-11-01,0.6,2022
Sabarmati Basin,2022-11-02,0.58,2022
Sabarmati Basin,2022-11-03,0.58,2022
Sabarmati Basin,2022-11-04,0.57,2022
Sabarmati Basin,2022-11-05,0.55,2022
Sabarmati Basin,2022-11-06,0.51,2022
Sabarmati Basin,2022-11-07,0.48,2022
Sabarmati Basin,2022-11-08,0.45,2022
Sabarmati Basin,2022-11-09,0.44,2022
Sabarmati Basin,2022-11-10,0.42,2022
Sabarmati Basin,2022-11-11,0.41,2022
Sabarmati Basin,2022-11-12,0.37,2022
Sabarmati Basin,2022-11-13,0.39,2022
Sabarmati Basin,2022-11-14,0.38,2022
Sabarmati Basin,2022-11-15,0.38,2022
Sabarmati Basin,2022-11-16,0.37,2022
Sabarmati Basin,2022-11-17,0.36,2022
Sabarmati Basin,2022-11-18,0.33,2022
Sabarmati Basin,2022-11-19,0.33,2022
Sabarmati Basin,2022-11-20,0.33,2022
Sabarmati Basin,2022-11-21,0.31,2022
Sabarmati Basin,2022-11-22,0.33,2022
Sabarmati Basin,2022-11-23,0.33,2022
Sabarmati Basin,2022-11-24,0.33,2022
Sabarmati Basin,2022-11-25,0.32,2022
Sabarmati Basin,2022-11-26,0.32,2022
Sabarmati Basin,2022-11-27,0.32,2022
Sabarmati Basin,2022-11-28,0.31,2022
Sabarmati Basin,2022-11-29,0.3,2022
Sabarmati Basin,2022-11-30,0.28,2022
Sabarmati Basin,2022-12-01,0.22,2022
Sabarmati Basin,2022-12-02,0.22,2022
Sabarmati Basin,2022-12-03,0.21,2022
Sabarmati Basin,2022-12-04,0.21,2022
Sabarmati Basin,2022-12-05,0.2,2022
Sabarmati Basin,2022-12-06,0.19,2022
Sabarmati Basin,2022-12-07,0.19,2022
Sabarmati Basin,2022-12-08,0.19,2022
Sabarmati Basin,2022-12-09,0.19,2022
Sabarmati Basin,2022-12-10,0.18,2022
Sabarmati Basin,2022-12-11,0.19,2022
Sabarmati Basin,2022-12-12,0.2,2022
Sabarmati Basin,2022-12-13,0.18,2022
Sabarmati Basin,2022-12-14,0.17,2022
Sabarmati Basin,2022-12-15,0.2,2022
Sabarmati Basin,2022-12-16,0.2,2022
Sabarmati Basin,2022-12-17,0.2,2022
Sabarmati Basin,2022-12-18,0.19,2022
Sabarmati Basin,2022-12-19,0.19,2022
Sabarmati Basin,2022-12-20,0.19,2022
Sabarmati Basin,2022-12-21,0.18,2022
Sabarmati Basin,2022-12-22,0.17,2022
Sabarmati Basin,2022-12-23,0.15,2022
Sabarmati Basin,2022-12-24,0.15,2022
Sabarmati Basin,2022-12-25,0.14,2022
Sabarmati Basin,2022-12-26,0.14,2022
Sabarmati Basin,2022-12-27,0.14,2022
Sabarmati Basin,2022-12-28,0.15,2022
Sabarmati Basin,2022-12-29,0.16,2022
Sabarmati Basin,2022-12-30,0.15,2022
Sabarmati Basin,2022-12-31,0.14,2022
Sabarmati Basin,2023-01-01,0.13,2023
Sabarmati Basin,2023-01-02,0.13,2023
Sabarmati Basin,2023-01-03,0.12,2023
Sabarmati Basin,2023-01-04,0.11,2023
Sabarmati Basin,2023-01-05,0.11,2023
Sabarmati Basin,2023-01-06,0.12,2023
Sabarmati Basin,2023-01-07,0.13,2023
Sabarmati Basin,2023-01-08,0.14,2023
Sabarmati Basin,2023-01-09,0.13,2023
Sabarmati Basin,2023-01-10,0.13,2023
Sabarmati Basin,2023-01-11,0.13,2023
Sabarmati Basin,2023-01-12,0.12,2023
Sabarmati Basin,2023-01-13,0.11,2023
Sabarmati Basin,2023-01-14,0.11,2023
Sabarmati Basin,2023-01-15,0.11,2023
Sabarmati Basin,2023-01-17,0.11,2023
Sabarmati Basin,2023-01-18,0.12,2023
Sabarmati Basin,2023-01-19,0.12,2023
Sabarmati Basin,2023-01-20,0.12,2023
Sabarmati Basin,2023-01-21,0.11,2023
Sabarmati Basin,2023-01-22,0.11,2023
Sabarmati Basin,2023-01-23,0.11,2023
Sabarmati Basin,2023-01-24,0.1,2023
Sabarmati Basin,2023-01-25,0.1,2023
Sabarmati Basin,2023-01-26,0.11,2023
Sabarmati Basin,2023-01-27,0.1,2023
Sabarmati Basin,2023-01-28,0.11,2023
Sabarmati Basin,2023-01-29,0.1,2023
Sabarmati Basin,2023-01-30,0.95,2023
Sabarmati Basin,2023-01-31,0.27,2023
Sabarmati Basin,2023-02-01,0.28,2023
Sabarmati Basin,2023-02-02,0.29,2023
Sabarmati Basin,2023-02-03,0.29,2023
Sabarmati Basin,2023-02-04,0.28,2023
Sabarmati Basin,2023-02-05,0.28,2023
Sabarmati Basin,2023-02-06,0.25,2023
Sabarmati Basin,2023-02-07,0.24,2023
Sabarmati Basin,2023-02-08,0.24,2023
Sabarmati Basin,2023-02-09,0.24,2023
Sabarmati Basin,2023-02-10,0.23,2023
Sabarmati Basin,2023-02-11,0.21,2023
Sabarmati Basin,2023-02-12,0.2,2023
Sabarmati Basin,2023-02-13,0.2,2023
Sabarmati Basin,2023-02-14,0.2,2023
Sabarmati Basin,2023-02-15,0.2,2023
Sabarmati Basin,2023-02-16,0.2,2023
Sabarmati Basin,2023-02-17,0.19,2023
Sabarmati Basin,2023-02-18,0.19,2023
Sabarmati Basin,2023-02-19,0.18,2023
Sabarmati Basin,2023-02-20,0.18,2023
Sabarmati Basin,2023-02-21,0.17,2023
Sabarmati Basin,2023-02-22,0.17,2023
Sabarmati Basin,2023-02-23,0.19,2023
Sabarmati Basin,2023-02-24,0.17,2023
Sabarmati Basin,2023-02-26,0.17,2023
Sabarmati Basin,2023-02-27,0.17,2023
Sabarmati Basin,2023-02-28,0.17,2023
Sabarmati Basin,2023-03-01,0.17,2023
Sabarmati Basin,2023-03-02,0.17,2023
Sabarmati Basin,2023-03-03,0.17,2023
Sabarmati Basin,2023-03-04,0.16,2023
Sabarmati Basin,2023-03-05,0.21,2023
Sabarmati Basin,2023-03-06,0.3,2023
Sabarmati Basin,2023-03-07,0.44,2023
Sabarmati Basin,2023-03-08,0.79,2023
Sabarmati Basin,2023-03-09,0.58,2023
Sabarmati Basin,2023-03-10,0.59,2023
Sabarmati Basin,2023-03-11,0.52,2023
Sabarmati Basin,2023-03-12,0.49,2023
Sabarmati Basin,2023-03-13,0.45,2023
Sabarmati Basin,2023-03-14,0.42,2023
Sabarmati Basin,2023-03-15,0.38,2023
Sabarmati Basin,2023-03-16,0.44,2023
Sabarmati Basin,2023-03-17,0.55,2023
Sabarmati Basin,2023-03-18,0.43,2023
Sabarmati Basin,2023-03-19,1.8,2023
Sabarmati Basin,2023-03-20,1.21,2023
Sabarmati Basin,2023-03-21,0.86,2023
Sabarmati Basin,2023-03-22,0.71,2023
Sabarmati Basin,2023-03-23,0.66,2023
Sabarmati Basin,2023-03-24,0.7,2023
Sabarmati Basin,2023-03-25,0.75,2023
Sabarmati Basin,2023-03-26,0.67,2023
Subernarekha Basin,2022-11-01,2.26,2022
Subernarekha Basin,2022-11-02,1.94,2022
Subernarekha Basin,2022-11-03,1.91,2022
Subernarekha Basin,2022-11-04,1.99,2022
Subernarekha Basin,2022-11-05,1.86,2022
Subernarekha Basin,2022-11-06,1.74,2022
Subernarekha Basin,2022-11-07,1.62,2022
Subernarekha Basin,2022-11-08,1.55,2022
Subernarekha Basin,2022-11-09,1.51,2022
Subernarekha Basin,2022-11-10,1.43,2022
Subernarekha Basin,2022-11-11,1.36,2022
Subernarekha Basin,2022-11-12,1.2,2022
Subernarekha Basin,2022-11-13,1.24,2022
Subernarekha Basin,2022-11-14,1.17,2022
Subernarekha Basin,2022-11-15,1.15,2022
Subernarekha Basin,2022-11-16,1.11,2022
Subernarekha Basin,2022-11-17,1.09,2022
Subernarekha Basin,2022-11-18,0.87,2022
Subernarekha Basin,2022-11-19,0.86,2022
Subernarekha Basin,2022-11-20,0.86,2022
Subernarekha Basin,2022-11-21,0.93,2022
Subernarekha Basin,2022-11-22,0.82,2022
Subernarekha Basin,2022-11-23,0.81,2022
Subernarekha Basin,2022-11-24,0.77,2022
Subernarekha Basin,2022-11-25,0.74,2022
Subernarekha Basin,2022-11-26,0.73,2022
Subernarekha Basin,2022-11-27,0.7,2022
Subernarekha Basin,2022-11-28,0.69,2022
Subernarekha Basin,2022-11-29,0.66,2022
Subernarekha Basin,2022-11-30,0.66,2022
Subernarekha Basin,2022-12-01,0.49,2022
Subernarekha Basin,2022-12-02,0.46,2022
Subernarekha Basin,2022-12-03,0.44,2022
Subernarekha Basin,2022-12-04,0.43,2022
Subernarekha Basin,2022-12-05,0.42,2022
Subernarekha Basin,2022-12-06,0.4,2022
Subernarekha Basin,2022-12-07,0.38,2022
Subernarekha Basin,2022-12-08,0.37,2022
Subernarekha Basin,2022-12-09,0.38,2022
Subernarekha Basin,2022-12-10,0.32,2022
Subernarekha Basin,2022-12-11,0.37,2022
Subernarekha Basin,2022-12-12,0.42,2022
Subernarekha Basin,2022-12-13,0.41,2022
Subernarekha Basin,2022-12-14,0.38,2022
Subernarekha Basin,2022-12-15,0.35,2022
Subernarekha Basin,2022-12-16,0.33,2022
Subernarekha Basin,2022-12-17,0.32,2022
Subernarekha Basin,2022-12-18,0.32,2022
Subernarekha Basin,2022-12-19,0.31,2022
Subernarekha Basin,2022-12-20,0.32,2022
Subernarekha Basin,2022-12-21,0.31,2022
Subernarekha Basin,2022-12-22,0.31,2022
Subernarekha Basin,2022-12-23,0.33,2022
Subernarekha Basin,2022-12-24,0.36,2022
Subernarekha Basin,2022-12-25,0.36,2022
Subernarekha Basin,2022-12-26,0.33,2022
Subernarekha Basin,2022-12-27,0.3,2022
Subernarekha Basin,2022-12-28,0.26,2022
Subernarekha Basin,2022-12-29,0.27,2022
Subernarekha Basin,2022-12-30,0.29,2022
Subernarekha Basin,2022-12-31,0.29,2022
Subernarekha Basin,2023-01-01,0.2,2023
Subernarekha Basin,2023-01-02,0.19,2023
Subernarekha Basin,2023-01-03,0.21,2023
Subernarekha Basin,2023-01-04,0.2,2023
Subernarekha Basin,2023-01-05,0.22,2023
Subernarekha Basin,2023-01-06,0.24,2023
Subernarekha Basin,2023-01-07,0.24,2023
Subernarekha Basin,2023-01-08,0.25,2023
Subernarekha Basin,2023-01-09,0.26,2023
Subernarekha Basin,2023-01-10,0.26,2023
Subernarekha Basin,2023-01-11,0.25,2023
Subernarekha Basin,2023-01-12,0.26,2023
Subernarekha Basin,2023-01-13,0.27,2023
Subernarekha Basin,2023-01-14,0.27,2023
Subernarekha Basin,2023-01-15,0.25,2023
Subernarekha Basin,2023-01-17,0.22,2023
Subernarekha Basin,2023-01-18,0.2,2023
Subernarekha Basin,2023-01-19,0.21,2023
Subernarekha Basin,2023-01-20,0.22,2023
Subernarekha Basin,2023-01-21,0.24,2023
Subernarekha Basin,2023-01-22,0.23,2023
Subernarekha Basin,2023-01-23,0.23,2023
Subernarekha Basin,2023-01-24,0.23,2023
Subernarekha Basin,2023-01-25,0.23,2023
Subernarekha Basin,2023-01-26,0.22,2023
Subernarekha Basin,2023-01-27,0.21,2023
Subernarekha Basin,2023-01-28,0.2,2023
Subernarekha Basin,2023-01-29,0.2,2023
Subernarekha Basin,2023-01-30,0.2,2023
Subernarekha Basin,2023-01-31,0.19,2023
Subernarekha Basin,2023-02-01,0.19,2023
Subernarekha Basin,2023-02-02,0.18,2023
Subernarekha Basin,2023-02-03,0.17,2023
Subernarekha Basin,2023-02-04,0.17,2023
Subernarekha Basin,2023-02-05,0.17,2023
Subernarekha Basin,2023-02-06,0.17,2023
Subernarekha Basin,2023-02-07,0.16,2023
Subernarekha Basin,2023-02-08,0.16,2023
Subernarekha Basin,2023-02-09,0.16,2023
Subernarekha Basin,2023-02-10,0.16,2023
Subernarekha Basin,2023-02-11,0.15,2023
Subernarekha Basin,2023-02-12,0.15,2023
Subernarekha Basin,2023-02-13,0.14,2023
Subernarekha Basin,2023-02-14,0.14,2023
Subernarekha Basin,2023-02-15,0.14,2023
Subernarekha Basin,2023-02-16,0.13,2023
Subernarekha Basin,2023-02-17,0.13,2023
Subernarekha Basin,2023-02-18,0.15,2023
Subernarekha Basin,2023-02-19,0.15,2023
Subernarekha Basin,2023-02-20,0.14,2023
Subernarekha Basin,2023-02-21,0.13,2023
Subernarekha Basin,2023-02-22,0.13,2023
Subernarekha Basin,2023-02-23,0.12,2023
Subernarekha Basin,2023-02-24,0.12,2023
Subernarekha Basin,2023-02-26,0.12,2023
Subernarekha Basin,2023-02-27,0.12,2023
Subernarekha Basin,2023-02-28,0.11,2023
Subernarekha Basin,2023-03-01,0.12,2023
Subernarekha Basin,2023-03-02,0.12,2023
Subernarekha Basin,2023-03-03,0.12,2023
Subernarekha Basin,2023-03-04,0.12,2023
Subernarekha Basin,2023-03-05,0.11,2023
Subernarekha Basin,2023-03-06,0.11,2023
Subernarekha Basin,2023-03-07,0.11,2023
Subernarekha Basin,2023-03-08,0.11,2023
Subernarekha Basin,2023-03-09,0.11,2023
Subernarekha Basin,2023-03-10,0.12,2023
Subernarekha Basin,2023-03-11,0.13,2023
Subernarekha Basin,2023-03-12,0.2,2023
Subernarekha Basin,2023-03-13,0.15,2023
Subernarekha Basin,2023-03-14,0.14,2023
Subernarekha Basin,2023-03-15,0.13,2023
Subernarekha Basin,2023-03-16,0.12,2023
Subernarekha Basin,2023-03-17,0.27,2023
Subernarekha Basin,2023-03-18,0.73,2023
Subernarekha Basin,2023-03-19,1.26,2023
Subernarekha Basin,2023-03-20,4.14,2023
Subernarekha Basin,2023-03-21,1.22,2023
Subernarekha Basin,2023-03-22,1.38,2023
Subernarekha Basin,2023-03-23,1.51,2023
Subernarekha Basin,2023-03-24,1.25,2023
Subernarekha Basin,2023-03-25,1.13,2023
Subernarekha Basin,2023-03-26,1.32,2023
Tapi Basin,2022-11-01,1.74,2022
Tapi Basin,2022-11-02,1.72,2022
Tapi Basin,2022-11-03,1.67,2022
Tapi Basin,2022-11-04,1.58,2022
Tapi Basin,2022-11-05,1.51,2022
Tapi Basin,2022-11-06,1.43,2022
Tapi Basin,2022-11-07,1.34,2022
Tapi Basin,2022-11-08,1.24,2022
Tapi Basin,2022-11-09,1.15,2022
Tapi Basin,2022-11-10,1.09,2022
Tapi Basin,2022-11-11,1.02,2022
Tapi Basin,2022-11-12,0.83,2022
Tapi Basin,2022-11-13,0.88,2022
Tapi Basin,2022-11-14,0.85,2022
Tapi Basin,2022-11-15,0.81,2022
Tapi Basin,2022-11-16,0.76,2022
Tapi Basin,2022-11-17,0.71,2022
Tapi Basin,2022-11-18,0.58,2022
Tapi Basin,2022-11-19,0.56,2022
Tapi Basin,2022-11-20,0.55,2022
Tapi Basin,2022-11-21,0.54,2022
Tapi Basin,2022-11-22,0.56,2022
Tapi Basin,2022-11-23,0.54,2022
Tapi Basin,2022-11-24,0.52,2022
Tapi Basin,2022-11-25,0.49,2022
Tapi Basin,2022-11-26,0.47,2022
Tapi Basin,2022-11-27,0.46,2022
Tapi Basin,2022-11-28,0.45,2022
Tapi Basin,2022-11-29,0.43,2022
